Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,tag
2025-05-13 00:00:00+00:00,2025-08-31 00:00:00+00:00,110 days,27.927927927927925,10099.130530999995,11753.769197,380.07396900000003,0.9913053099999524,-2.241233883600433,3.2968265044337253,36.226430111571936,3.3272908527373524,0.09100611057396485,0.13614619521509544,0.2341909361355768,1.5146067031505268,0.23348807858906553,-14.077515376278871,-6.6498236755558136,27 days,20 days,9,33.33333333333333,16.285153695225652,-5.012582781456965,0.5068772583869396,5 days,3 days,1.2886090321551906,0.8207647905166235,0.1833621147796872,0.04921944971692882,PsarStrategy_4p,ADAUSDT_f1d
2025-05-13 00:00:00+00:00,2025-08-31 00:00:00+00:00,110 days,36.03603603603604,9711.643454999998,13429.139309000002,377.979045,-2.883565450000024,-2.241233883600433,-9.173028826716155,45.261189720995354,-9.252437889474251,-0.20266875182163083,-0.267159055978168,-0.33136790688521356,-1.8822084758164719,0.4467882542338334,-27.682309107543446,-9.745427633270138,40 days,19 days,9,33.33333333333333,21.38698630136986,-5.012582781456965,0.07347141757210185,10 days,4 days,1.1271917957020712,0.42415047751450907,0.03277326329884382,0.009029274303151757,PsarStrategy_9p,ADAUSDT_f1d
2025-05-13 00:00:00+00:00,2025-08-31 00:00:00+00:00,110 days,38.73873873873874,10233.798736999994,14146.398949,390.682763,2.337987369999937,-2.241233883600433,7.895697664150125,54.530574075000516,7.970264448607556,0.1447939582167337,0.22998949484092507,0.2854768774872082,3.364940066892953,0.4582086253502766,-27.657923589639655,-6.984789118901862,40 days,14 days,9,33.33333333333333,27.859589041095887,-5.012582781456965,0.6527771949196071,13 days,4 days,1.3428547656922805,1.1433285597062903,0.1898353006377642,0.05258742866381827,PsarStrategy_26p,ADAUSDT_f1d
2025-05-13 04:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 12:00:00,58.952129664530716,4192.620226800014,10007.5375,6929.657893199999,-58.07379773199985,33.572982396593495,-93.95578150286687,1.8941477815585521,-94.33752254398797,-49.60319486030689,-3.3505698729655657,-1.6169894816307717,-56.99226515060104,-0.032214373111771895,-58.10537580498685,-29.375750402493424,110 days 02:00:00,55 days 02:00:00,283,50.17667844522968,5.001175059062179,-3.2088343442225553,0.07430077969221571,0 days 05:00:00,0 days 05:00:00,1.2511447297655516,0.07945461250103042,1.1897548375899114,0.08933610508724227,ADXReversalStrategy_4p,BNBUSDT_f1h
2025-05-13 04:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 12:00:00,76.0271390878251,4789.888920800023,10007.5375,6194.712379199999,-52.10111079199977,33.572982396593495,-90.38637722437215,3.920519490597573,-91.20853168836325,-23.054694012143603,-2.828370439877217,-1.6992206255399627,-49.652826402057876,-0.07292424488895904,-53.192843746026206,-26.919484373013102,110 days 02:00:00,55 days 02:00:00,236,54.23728813559322,5.001175059062179,-3.0947989671707754,0.0700429433186045,0 days 10:00:00,0 days 08:00:00,1.1700849008093288,0.07945168670060548,0.7835501972421693,0.06884856174953158,ADXReversalStrategy_9p,BNBUSDT_f1h
2025-05-13 04:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 12:00:00,89.4082171127026,5768.092838000022,10007.5375,5356.283242000002,-42.319071619999775,33.572982396593495,-82.28772684230357,7.681818281963566,-83.75762674796854,-10.712011638639,-2.6105263448459906,-1.8102815261718348,-39.6506908674266,-0.07948000332683954,-45.45576235112764,-23.05094367556382,110 days 02:00:00,55 days 02:00:00,192,53.125,5.001175059062179,-5.000000000000004,0.10073623089430495,1 days 03:00:00,0 days 13:00:00,1.216161093742192,0.11252168132689061,0.7988983403172586,0.07604685403637151,ADXReversalStrategy_26p,BNBUSDT_f1h
2025-05-13 04:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 12:00:00,2.7139087825103654,9910.430720000002,10019.088999999998,454.58928000000003,-0.895692799999979,33.572982396593495,-2.915228721619212,3.3843404813753315,-2.928224760667053,-0.861387539954171,-1.10084446977938,-0.9820561201939857,-1.9155404822509543,0.030377035623574956,-2.968495039818464,-1.5097008410635715,98 days 12:00:00,49 days 07:00:00,12,66.66666666666666,1.149106852483106,-0.4768522650482443,0.32842951470080095,0 days 05:00:00,0 days 05:00:00,4.4125863801179035,0.3298935608561815,2.0019608999267655,0.5115226423951964,RSI7LongStrategy_4p,BNBUSDT_f1h
2025-05-13 04:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 12:00:00,4.787033546928006,10174.834981199998,10416.09232,474.03441880000014,1.7483498119999785,33.572982396593495,5.864945228815599,7.21131375003618,5.892250405971189,0.8132977474161589,1.1451107254888298,1.1881809664853804,0.048546082843589744,0.050630108135071746,-4.936070677991089,-0.8971348303584185,32 days 02:00:00,8 days 05:00:00,12,75.0,1.8682020211753692,-2.0000000000000018,0.5538059845599408,0 days 10:00:00,0 days 10:00:00,3.1238759637361437,0.5600860785606409,1.6074747403933947,0.5022260807645071,RSI7LongStrategy_9p,BNBUSDT_f1h
2025-05-13 04:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 12:00:00,10.817941952506596,10804.415653199998,10965.74084,481.31774680000007,8.04415653199998,33.572982396593495,28.97059600031986,14.148448928777006,29.119151890657456,2.047616395702259,4.532629838139133,5.22195000807449,4.918344354106349,0.09310498963031633,-5.547850124096132,-0.7599531282171608,32 days 02:00:00,4 days 02:00:00,12,75.0,3.405247430466618,-2.0012758589264545,1.069670888867491,1 days 03:00:00,0 days 23:00:00,4.140082252861185,1.0830913339158652,2.1678281770053016,0.5660200451970767,RSI7LongStrategy_26p,BNBUSDT_f1h
2025-05-13 04:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 12:00:00,40.520165849981154,4540.947899999992,10078.747,5540.557400000002,-54.59052100000008,33.572982396593495,-92.63938051549626,2.0509591513764733,-92.62948979573234,-45.1688081907056,-3.4282944160481166,-1.6773359012173648,-65.71318473266065,0.33129805393128064,-55.23007076177235,-55.23007076177235,109 days 22:00:00,109 days 22:00:00,216,50.46296296296296,4.958201549658425,-3.626727631715687,0.009853495040923477,0 days 05:00:00,0 days 04:00:00,1.0427213430749867,0.015571752321525729,0.06947141419231662,0.006494171664562787,PsarStrategy_4p,BNBUSDT_f1h
